"Date","Price","Open","High","Low","Vol.","Change %"
"05/26/2022","225.78","226.11","226.83","225.44","2.87K","-0.19%"
"05/25/2022","226.21","225.71","227.27","225.63","3.27K","0.46%"
"05/24/2022","225.17","224.41","225.13","224.00","4.47K","-0.08%"
"05/23/2022","225.36","227.00","227.43","224.97","2.63K","-1.46%"
"05/20/2022","228.70","228.06","229.41","227.12","5.13K","-0.20%"
"05/19/2022","229.16","231.59","231.59","228.00","3.78K","-0.52%"
"05/18/2022","230.36","228.50","230.39","228.24","2.81K","0.92%"
"05/17/2022","228.26","230.93","231.15","227.97","2.66K","-1.80%"
"05/16/2022","232.45","232.21","233.04","231.36","4.11K","0.48%"
"05/13/2022","231.33","231.13","232.11","229.66","2.26K","-0.20%"
"05/12/2022","231.80","230.81","232.54","230.43","21.16K","2.21%"
"05/11/2022","226.79","226.68","226.90","225.22","3.78K","-0.33%"
"05/10/2022","227.55","226.38","227.40","225.80","4.87K","0.07%"
"05/09/2022","227.38","228.17","228.43","225.71","4.32K","0.27%"
"05/06/2022","226.76","229.53","229.55","226.09","2.49K","-0.82%"
"05/05/2022","228.64","229.53","230.71","228.41","4.59K","-0.07%"
"05/04/2022","228.79","230.03","230.36","228.55","3.10K","-0.92%"
"05/03/2022","230.92","230.03","231.01","228.38","4.47K","-0.06%"
"05/02/2022","231.07","231.47","232.64","229.44","5.49K","-1.21%"
"04/29/2022","233.91","234.00","234.74","232.68","2.69K","0.29%"
"04/28/2022","233.24","233.61","234.26","232.48","3.89K","0.42%"
"04/27/2022","232.27","232.84","233.91","231.17","4.91K","0.82%"
"04/26/2022","230.39","229.23","230.94","228.52","28.44K","0.19%"
"04/25/2022","229.95","229.40","230.11","228.45","2.07K","0.66%"
"04/22/2022","228.45","227.26","229.20","227.09","4.06K","1.65%"
"04/21/2022","224.75","225.00","225.73","224.22","0.87K","-0.08%"
"04/20/2022","224.94","225.50","226.09","224.82","1.38K","-0.83%"
"04/19/2022","226.83","227.56","227.57","225.86","3.09K","-0.20%"
"04/14/2022","227.28","225.48","227.48","224.41","5.30K","0.45%"
"04/13/2022","226.26","227.02","227.66","225.52","3.71K","-0.50%"
"04/12/2022","227.40","226.29","227.51","225.47","2.58K","1.43%"
"04/11/2022","224.20","225.50","225.71","224.05","3.97K","-0.76%"
"04/08/2022","225.92","226.60","226.63","225.21","4.30K","0.45%"
"04/07/2022","224.90","226.53","226.75","224.90","9.54K","-0.46%"
"04/06/2022","225.95","226.23","226.80","225.16","2.81K","0.00%"
"04/05/2022","225.95","226.05","226.96","225.86","3.54K","-0.13%"
"04/04/2022","226.24","226.66","227.51","225.76","8.32K","-0.05%"
"04/01/2022","226.36","225.99","226.38","224.41","3.44K","-0.31%"
"03/31/2022","227.07","225.47","227.47","225.00","2.81K","0.66%"
"03/30/2022","225.58","225.00","226.43","224.15","3.99K","0.36%"
"03/29/2022","224.78","228.25","228.25","224.20","2.90K","-1.83%"
"03/28/2022","228.97","229.40","229.75","227.88","3.43K","-0.05%"
"03/25/2022","229.08","229.70","230.21","227.80","1.88K","-0.65%"
"03/24/2022","230.59","232.01","232.01","229.96","3.00K","0.19%"
"03/23/2022","230.16","228.68","230.74","228.21","1.32K","0.36%"
"03/22/2022","229.33","230.27","230.27","228.10","4.57K","-0.36%"
"03/21/2022","230.15","230.51","230.82","229.53","3.58K","-0.45%"
"03/18/2022","231.19","229.99","232.61","229.99","25.68K","1.12%"
"03/17/2022","228.64","228.13","229.98","227.54","3.84K","-0.60%"
"03/16/2022","230.02","231.00","231.18","229.25","3.67K","-1.12%"
"03/15/2022","232.63","232.00","233.53","231.59","3.60K","-0.18%"
"03/14/2022","233.06","236.66","236.66","232.38","3.86K","-1.65%"
"03/11/2022","236.96","233.81","236.96","232.20","4.16K","1.78%"
"03/10/2022","232.81","232.47","233.63","230.08","2.45K","0.57%"
"03/09/2022","231.50","238.40","238.40","231.50","11.58K","-2.89%"
"03/08/2022","238.40","237.50","239.00","236.22","3.58K","0.58%"
"03/07/2022","237.03","237.00","239.60","235.58","5.68K","0.01%"
"03/04/2022","237.00","231.50","237.26","231.50","5.25K","2.38%"
"03/03/2022","231.50","231.20","231.82","230.30","4.83K","0.02%"
"03/02/2022","231.45","232.58","234.04","231.17","4.96K","-0.01%"
"03/01/2022","231.48","226.33","231.58","226.33","7.27K","2.57%"
"02/28/2022","225.69","224.11","226.20","224.11","5.24K","1.51%"
"02/25/2022","222.34","223.85","225.23","222.34","3.73K","-1.55%"
"02/24/2022","225.85","223.40","228.70","223.40","7.67K","2.31%"
"02/23/2022","220.75","218.97","220.75","218.97","3.25K","0.30%"
"02/22/2022","220.09","220.76","221.32","219.06","8.35K","0.13%"
"02/21/2022","219.80","218.87","220.30","217.91","1.17K","-0.03%"
"02/18/2022","219.86","217.94","219.86","217.71","1.98K","0.53%"
"02/17/2022","218.70","217.73","218.97","217.41","3.11K","0.39%"
"02/16/2022","217.84","217.30","218.39","216.96","2.65K","-0.08%"
"02/15/2022","218.02","218.75","218.75","217.74","2.17K","-0.65%"
"02/14/2022","219.45","219.00","220.85","218.72","4.17K","1.16%"
"02/11/2022","216.94","217.72","217.83","216.46","3.34K","0.43%"
"02/10/2022","216.02","217.71","218.52","215.36","4.61K","-0.88%"
"02/09/2022","217.94","217.65","218.33","217.33","6.88K","0.16%"
"02/08/2022","217.60","217.52","218.17","216.96","2.94K","0.29%"
"02/07/2022","216.96","217.40","218.03","216.37","5.16K","-0.16%"
"02/04/2022","217.30","218.14","218.99","216.83","4.96K","-0.77%"
"02/03/2022","218.98","222.72","223.40","218.73","4.17K","-1.60%"
"02/02/2022","222.53","223.67","223.89","222.17","3.14K","-0.83%"
"02/01/2022","224.39","224.92","225.50","224.10","4.43K","-0.50%"
"01/31/2022","225.52","226.15","227.45","225.02","1.76K","-0.28%"
"01/28/2022","226.15","225.64","226.39","225.16","3.33K","0.19%"
"01/27/2022","225.73","222.82","225.99","222.82","3.26K","1.02%"
"01/26/2022","223.45","223.77","223.80","223.11","1.47K","-0.31%"
"01/25/2022","224.14","224.11","224.48","223.28","3.46K","0.53%"
"01/24/2022","222.95","222.30","223.82","222.30","6.70K","0.60%"
"01/21/2022","221.62","221.70","221.97","220.89","1.77K","0.09%"
"01/20/2022","221.42","220.11","221.49","220.09","5.31K","0.26%"
"01/19/2022","220.84","221.12","221.41","220.37","5.95K","-0.32%"
"01/18/2022","221.56","220.97","221.74","220.18","21.44K","0.53%"
"01/17/2022","220.40","220.62","220.91","219.73","4.48K","-0.42%"
"01/14/2022","221.34","221.00","221.50","220.09","4.97K","0.27%"
"01/13/2022","220.74","221.00","221.12","219.82","22.97K","-0.67%"
"01/12/2022","222.23","224.14","224.39","221.80","2.86K","-0.41%"
"01/11/2022","223.15","223.11","223.68","222.81","5.49K","0.17%"
"01/10/2022","222.78","223.22","223.55","222.11","4.84K","0.00%"
"01/07/2022","222.78","224.11","224.55","222.59","4.31K","-0.59%"
"01/06/2022","224.11","224.80","224.80","223.17","3.24K","-0.62%"
"01/05/2022","225.51","226.73","226.94","225.17","3.75K","-0.64%"
"01/04/2022","226.97","228.29","228.67","226.83","5.87K","-0.57%"
"01/03/2022","228.28","228.35","228.40","227.11","8.36K","0.09%"
"12/30/2021","228.07","227.46","228.41","227.46","1.17K","0.68%"
"12/29/2021","226.52","228.32","228.69","226.00","2.58K","-0.80%"
"12/28/2021","228.35","227.98","228.91","227.30","1.91K","0.29%"
"12/27/2021","227.68","226.50","227.68","226.33","4.75K","0.30%"
"12/23/2021","227.00","226.78","228.00","226.46","2.89K","0.02%"
"12/22/2021","226.95","227.52","227.80","226.56","715.06K","-0.15%"
"12/21/2021","227.30","227.46","227.48","226.18","6.72K","0.26%"
"12/20/2021","226.71","228.38","228.45","226.54","3.97K","-0.21%"
"12/17/2021","227.19","226.94","227.23","225.84","5.87K","0.30%"
"12/16/2021","226.50","226.83","227.49","225.81","6.97K","-0.26%"
"12/15/2021","227.10","226.90","227.13","226.30","3.34K","0.10%"
"12/14/2021","226.87","226.90","227.55","225.93","1.15K","-0.30%"
"12/13/2021","227.56","228.07","228.07","227.00","2.29K","0.20%"
"12/10/2021","227.10","227.28","227.86","226.86","2.03K","-0.39%"
"12/09/2021","227.98","227.72","228.30","227.09","2.72K","0.47%"
"12/08/2021","226.92","228.75","228.96","227.00","1.32K","-1.13%"
"12/07/2021","229.52","228.19","229.95","228.00","8.38K","0.17%"
"12/06/2021","229.12","229.65","229.69","228.70","5.30K","0.15%"
"12/03/2021","228.77","228.01","229.36","228.01","1.49K","0.42%"
"12/02/2021","227.81","227.59","228.09","226.59","2.93K","0.46%"
"12/01/2021","226.76","227.86","228.10","225.60","5.54K","-0.79%"
"11/30/2021","228.57","228.58","229.52","226.69","10.37K","-0.41%"
"11/29/2021","229.50","228.70","229.79","228.70","10.89K","0.57%"
"11/26/2021","228.20","230.00","231.11","227.38","6.59K","-0.52%"
"11/25/2021","229.39","229.31","229.49","228.80","1.71K","0.16%"
"11/24/2021","229.03","228.44","229.59","228.28","2.79K","0.90%"
"11/23/2021","226.99","228.65","228.71","226.99","2.09K","-0.86%"
"11/22/2021","228.96","229.84","230.34","228.62","2.65K","-0.37%"
"11/19/2021","229.82","228.98","230.55","228.84","8.99K","0.31%"
"11/18/2021","229.10","228.81","229.18","228.47","3.49K","0.10%"
"11/17/2021","228.87","229.10","229.10","228.34","7.84K","-0.08%"
"11/16/2021","229.05","228.56","229.15","228.22","4.53K","0.63%"
"11/15/2021","227.62","227.49","227.65","226.90","4.67K","0.31%"
"11/12/2021","226.91","227.19","227.46","226.60","3.61K","0.15%"
"11/11/2021","226.56","226.93","227.11","226.31","15.16K","0.24%"
"11/10/2021","226.02","225.03","226.65","224.70","37.03K","0.44%"
"11/09/2021","225.04","223.53","225.15","223.53","77.98K","0.76%"
"11/08/2021","223.35","223.08","223.59","222.45","3.57K","0.06%"
"11/05/2021","223.21","222.27","223.82","222.27","3.94K","0.42%"
"11/04/2021","222.27","220.86","222.56","220.86","3.21K","0.91%"
"11/03/2021","220.26","220.91","221.02","220.15","3.00K","-0.14%"
"11/02/2021","220.57","219.74","220.61","219.40","2.35K","0.09%"
"11/01/2021","220.38","221.30","221.65","220.32","5.31K","-0.33%"
"10/29/2021","221.11","219.29","221.11","217.67","3.04K","0.49%"
"10/28/2021","220.03","222.81","223.73","219.26","6.49K","-1.17%"
"10/27/2021","222.64","221.73","222.52","221.42","2.03K","0.58%"
"10/26/2021","221.35","220.68","221.42","220.60","2.31K","0.42%"
"10/25/2021","220.43","219.70","220.67","219.01","3.67K","0.30%"
"10/22/2021","219.76","219.59","220.42","218.82","5.01K","0.38%"
"10/21/2021","218.93","218.86","219.10","218.52","1.97K","0.21%"
"10/20/2021","218.48","218.52","218.69","218.22","2.14K","-0.04%"
"10/19/2021","218.56","218.93","219.17","218.01","3.54K","-0.67%"
"10/18/2021","220.03","220.13","220.64","219.50","7.40K","-0.05%"
"10/15/2021","220.13","220.46","220.62","219.98","6.67K","-0.27%"
"10/14/2021","220.72","219.90","220.72","219.38","1.77K","0.23%"
"10/13/2021","220.22","219.89","220.41","219.68","4.94K","0.12%"
"10/12/2021","219.96","219.56","220.39","219.39","2.88K","0.35%"
"10/11/2021","219.19","219.20","219.54","218.67","2.59K","0.01%"
"10/08/2021","219.17","219.51","219.58","218.90","3.39K","0.13%"
"10/07/2021","218.89","219.68","219.78","218.80","3.30K","-0.73%"
"10/06/2021","220.50","219.00","220.50","219.00","7.94K","0.82%"
"10/05/2021","218.71","218.36","219.37","218.36","2.88K","0.25%"
"10/04/2021","218.17","218.88","218.88","217.62","8.97K","-0.19%"
"10/01/2021","218.59","218.58","218.92","218.14","7.99K","0.47%"
"09/30/2021","217.57","217.86","218.25","217.40","6.06K","0.02%"
"09/29/2021","217.52","216.94","217.69","216.59","13.94K","0.53%"
"09/28/2021","216.37","216.49","216.69","216.20","1.88K","-0.03%"
"09/27/2021","216.44","216.56","216.56","215.62","3.57K","0.15%"
"09/24/2021","216.12","216.35","216.52","215.83","3.49K","0.05%"
"09/23/2021","216.02","218.00","218.00","215.99","2.70K","-0.53%"
"09/22/2021","217.17","217.48","217.50","217.00","2.84K","-0.21%"
"09/21/2021","217.63","217.10","217.72","217.06","1.87K","0.05%"
"09/20/2021","217.53","217.49","218.06","217.40","4.65K","0.13%"
"09/17/2021","217.25","217.14","217.36","216.81","0.86K","-0.02%"
"09/16/2021","217.29","216.77","217.64","216.77","3.28K","0.36%"
"09/15/2021","216.52","217.00","217.04","216.30","2.18K","0.12%"
"09/14/2021","216.27","216.58","216.82","215.68","7.16K","-0.25%"
"09/13/2021","216.82","217.32","217.54","216.82","7.77K","0.06%"
"09/10/2021","216.68","216.40","216.94","216.20","1.68K","0.21%"
"09/09/2021","216.23","215.97","216.43","215.25","0.76K","0.36%"
"09/08/2021","215.45","214.99","215.65","214.46","1.59K","0.46%"
"09/07/2021","214.46","214.00","214.49","213.87","1.54K","-0.11%"
"09/06/2021","214.70","214.61","214.77","214.30","4.10K","0.14%"
"09/03/2021","214.39","214.77","215.05","213.80","2.50K","-0.24%"
"09/02/2021","214.91","214.80","215.34","214.80","2.37K","0.05%"
"09/01/2021","214.80","215.59","215.69","214.52","3.45K","-0.52%"
"08/31/2021","215.92","215.87","216.27","215.68","2.55K","-0.19%"
"08/30/2021","216.34","216.42","217.13","216.22","2.38K","0.08%"
"08/27/2021","216.16","215.82","216.37","215.44","1.19K","0.21%"
"08/26/2021","215.70","215.38","215.70","215.02","1.29K","0.06%"
"08/25/2021","215.58","216.15","216.30","215.67","1.26K","-0.28%"
"08/24/2021","216.18","216.04","216.32","215.84","1.32K","0.06%"
"08/23/2021","216.04","216.29","216.30","215.59","1.27K","-0.57%"
"08/20/2021","217.28","217.61","217.72","217.00","1.85K","0.18%"
"08/19/2021","216.89","217.48","217.61","216.80","1.96K","0.07%"
"08/18/2021","216.73","216.83","216.83","216.06","2.12K","0.02%"
"08/17/2021","216.68","216.87","217.00","216.50","2.47K","0.26%"
"08/16/2021","216.12","216.17","216.22","215.60","1.44K","0.31%"
"08/13/2021","215.46","216.54","216.54","215.11","2.18K","-0.31%"
"08/12/2021","216.12","216.44","216.44","215.86","1.17K","0.19%"
"08/11/2021","215.70","215.96","216.21","215.37","0.61K","-0.06%"
"08/10/2021","215.84","215.91","216.26","215.58","1.93K","0.16%"
"08/09/2021","215.50","215.16","216.00","215.16","3.78K","0.08%"
"08/06/2021","215.32","214.70","215.40","214.70","2.28K","0.51%"
"08/05/2021","214.22","215.06","215.55","214.22","95.66K","-0.55%"
"08/04/2021","215.41","215.25","215.81","214.83","2.14K","0.13%"
"08/03/2021","215.12","215.07","215.18","214.44","4.53K","-0.01%"
"08/02/2021","215.14","214.78","215.14","214.19","4.45K","-0.01%"
"07/30/2021","215.17","214.60","215.17","214.20","0.83K","0.21%"
"07/29/2021","214.71","215.14","215.14","214.39","2.67K","-0.14%"
"07/28/2021","215.02","215.77","215.77","214.85","2.13K","0.12%"
"07/27/2021","214.76","216.05","216.30","214.67","11.58K","-0.07%"
"07/26/2021","214.92","215.70","215.74","214.56","1.28K","0.02%"
"07/23/2021","214.88","214.15","214.88","213.77","1.73K","0.53%"
"07/22/2021","213.75","213.67","213.75","212.12","4.10K","0.34%"
"07/21/2021","213.03","214.55","214.55","212.75","3.25K","-0.54%"
"07/20/2021","214.19","214.41","214.90","213.63","4.82K","-0.03%"
"07/19/2021","214.25","213.93","214.73","213.43","11.85K","0.41%"
"07/16/2021","213.38","213.26","213.62","212.88","1.90K","0.30%"
"07/15/2021","212.75","212.62","213.12","212.19","1.04K","0.22%"
"07/14/2021","212.28","212.80","212.84","212.11","13.79K","-0.11%"
"07/13/2021","212.52","211.00","212.82","211.00","1.37K","0.83%"
"07/12/2021","210.78","210.28","211.00","210.28","1.08K","0.18%"
"07/09/2021","210.41","210.90","210.90","209.84","1.46K","-0.21%"
"07/08/2021","210.86","212.50","212.50","210.47","4.01K","-0.64%"
"07/07/2021","212.21","212.00","212.50","211.60","2.55K","0.33%"
"07/06/2021","211.51","209.65","211.75","209.65","2.92K","0.67%"
"07/05/2021","210.10","210.31","210.44","209.65","1.68K","0.01%"
"07/02/2021","210.08","210.54","210.71","209.81","4.41K","0.33%"
"07/01/2021","209.38","209.40","209.68","208.83","1.83K","-0.02%"
"06/30/2021","209.42","208.38","209.53","208.32","9.23K","0.61%"
"06/29/2021","208.14","208.14","208.65","208.02","3.38K","0.13%"
"06/28/2021","207.88","206.77","208.13","206.77","2.23K","0.54%"
"06/25/2021","206.77","207.13","207.27","206.34","2.73K","-0.19%"
"06/24/2021","207.16","207.49","207.65","207.06","1.41K","0.09%"
"06/23/2021","206.98","207.05","207.49","206.58","1.69K","-0.20%"
"06/22/2021","207.39","206.69","207.39","206.55","2.61K","0.35%"
"06/21/2021","206.66","208.38","208.58","206.48","4.14K","-0.54%"
"06/18/2021","207.78","207.64","207.75","206.53","6.71K","0.79%"
"06/17/2021","206.16","205.30","206.23","204.73","3.51K","0.61%"
"06/16/2021","204.91","204.44","204.91","204.18","1.16K","0.40%"
"06/15/2021","204.10","204.00","204.50","203.80","2.99K","0.15%"
"06/14/2021","203.79","204.82","204.82","203.90","0.91K","-0.50%"
"06/11/2021","204.82","203.60","205.04","203.60","4.28K","0.69%"
"06/10/2021","203.41","202.81","203.41","202.42","2.03K","0.28%"
"06/09/2021","202.84","202.89","202.96","202.45","1.46K","0.12%"
"06/08/2021","202.60","202.77","203.06","202.47","4.08K","-0.01%"
"06/07/2021","202.63","203.53","203.53","202.38","1.47K","-0.06%"
"06/04/2021","202.75","203.21","203.21","202.30","2.39K","-0.13%"
"06/03/2021","203.01","202.56","203.11","202.00","1.33K","0.51%"
"06/02/2021","201.97","202.25","202.84","201.97","1.22K","0.45%"
"06/01/2021","201.07","200.77","201.59","200.65","3.75K","-0.23%"
"05/31/2021","201.54","201.89","201.99","201.39","0.81K","-0.18%"
"05/28/2021","201.90","201.64","202.80","201.62","2.05K","0.24%"
"05/27/2021","201.42","201.46","201.86","201.17","1.27K","-0.26%"
"05/26/2021","201.95","201.57","201.82","201.29","1.67K","0.33%"
"05/25/2021","201.29","200.97","201.51","200.65","1.44K","0.14%"
"05/24/2021","201.01","201.00","201.21","200.72","3.05K","0.09%"
"05/21/2021","200.83","200.43","201.09","200.01","4.29K","0.11%"
"05/20/2021","200.60","201.29","201.29","200.33","1.54K","-0.35%"
"05/19/2021","201.31","201.20","201.85","201.00","0.69K","-0.23%"
"05/18/2021","201.77","202.47","202.47","201.50","3.48K","-0.46%"
"05/17/2021","202.70","202.98","203.16","202.23","2.90K","-0.01%"
"05/14/2021","202.72","202.77","203.05","202.33","3.01K","-0.19%"
"05/13/2021","203.10","203.22","203.31","202.58","10.08K","-0.20%"
"05/12/2021","203.50","202.50","203.74","202.50","1.28K","0.94%"
"05/11/2021","201.61","202.86","202.86","201.68","9.76K","-0.73%"
"05/10/2021","203.09","202.51","203.09","201.95","11.47K","0.27%"
"05/07/2021","202.55","203.54","203.58","202.51","1.48K","-0.68%"
"05/06/2021","203.94","204.63","204.67","203.94","1.44K","-0.34%"
"05/05/2021","204.63","204.39","204.63","203.51","1.88K","0.46%"
"05/04/2021","203.70","203.00","204.02","202.83","3.67K","0.68%"
"05/03/2021","202.33","202.59","202.66","201.68","4.27K","-0.14%"
"04/30/2021","202.61","201.37","202.61","201.29","1.49K","0.80%"
"04/29/2021","201.00","201.41","201.41","200.80","1.70K","-0.11%"
"04/28/2021","201.23","201.39","201.98","201.12","1.34K","0.02%"
"04/27/2021","201.19","201.34","201.58","201.12","1.86K","-0.02%"
"04/26/2021","201.24","200.73","201.31","200.33","0.48K","0.02%"
"04/23/2021","201.20","201.89","201.89","201.00","2.89K","-0.34%"
"04/22/2021","201.89","201.54","202.38","200.80","4.29K","0.28%"
"04/21/2021","201.33","201.87","201.98","201.20","2.33K","0.12%"
"04/20/2021","201.09","200.49","201.10","200.12","2.61K","-0.13%"
"04/19/2021","201.36","202.96","202.96","201.21","1.41K","-0.47%"
"04/16/2021","202.32","202.38","202.50","202.00","2.51K","-0.10%"
"04/15/2021","202.53","201.29","202.45","201.29","1.34K","0.60%"
"04/14/2021","201.32","201.85","201.87","201.23","1.28K","-0.25%"
"04/13/2021","201.83","202.00","202.17","201.50","2.72K","0.06%"
"04/12/2021","201.70","201.94","202.69","201.63","3.48K","-0.17%"
"04/09/2021","202.04","202.32","202.51","201.77","5.34K","-0.12%"
"04/08/2021","202.28","202.68","202.93","201.99","1.66K","-0.02%"
"04/07/2021","202.33","202.67","202.74","201.71","1.55K","-0.31%"
"04/06/2021","202.96","203.18","203.87","202.74","2.86K","-0.60%"
"04/01/2021","204.19","204.60","204.95","204.10","1.34K","-0.20%"
"03/31/2021","204.60","204.49","204.92","203.91","1.46K","0.01%"
"03/30/2021","204.57","204.38","204.60","203.99","1.92K","0.09%"
"03/29/2021","204.38","204.45","205.17","204.35","2.26K","0.00%"
"03/26/2021","204.39","204.60","204.79","203.81","6.72K","-0.11%"
"03/25/2021","204.61","204.49","204.63","203.71","1.80K","0.63%"
"03/24/2021","203.33","203.61","203.91","203.25","1.68K","0.27%"
"03/23/2021","202.79","202.03","202.79","201.74","2.39K","1.01%"
"03/22/2021","200.77","201.14","201.54","200.37","1.83K","0.26%"
"03/19/2021","200.24","200.52","201.50","200.14","6.47K","0.20%"
"03/18/2021","199.85","200.46","200.46","199.62","3.50K","-0.61%"
"03/17/2021","201.08","202.20","202.21","200.78","1.91K","-0.36%"
"03/16/2021","201.81","201.40","202.12","200.50","1.75K","0.63%"
"03/15/2021","200.54","200.80","200.90","200.18","1.76K","0.23%"
"03/12/2021","200.08","201.02","201.61","200.05","7.54K","-0.60%"
"03/11/2021","201.29","202.10","202.10","201.16","3.23K","-0.28%"
"03/10/2021","201.86","201.79","202.04","201.22","1.59K","0.38%"
"03/09/2021","201.10","201.19","201.59","200.75","1.32K","-0.16%"
"03/08/2021","201.43","201.06","201.77","201.06","6.21K","0.22%"
"03/05/2021","200.98","200.18","200.98","200.01","7.04K","0.78%"
"03/04/2021","199.42","199.58","199.92","199.30","2.15K","0.24%"
"03/03/2021","198.94","199.00","199.58","198.52","2.99K","-0.05%"
"03/02/2021","199.04","199.14","199.91","198.88","3.03K","-0.05%"
"03/01/2021","199.14","198.94","199.96","198.64","3.04K","1.25%"
"02/26/2021","196.68","195.83","196.98","195.80","3.64K","0.67%"
"02/25/2021","195.37","196.91","196.91","195.02","11.40K","-1.55%"
"02/24/2021","198.45","198.30","198.71","197.80","4.45K","0.04%"
"02/23/2021","198.37","197.91","198.55","197.67","1.66K","0.09%"
"02/22/2021","198.19","198.67","198.80","197.99","3.35K","-0.21%"
"02/19/2021","198.60","200.05","200.05","198.81","1.74K","-1.04%"
"02/18/2021","200.68","202.59","202.59","200.68","13.97K","-0.65%"
"02/17/2021","201.99","201.30","202.40","201.30","2.35K","0.49%"
"02/16/2021","201.01","201.00","201.67","200.51","1.16K","-0.08%"
"02/15/2021","201.18","201.18","201.41","200.47","2.64K","-0.36%"
"02/12/2021","201.91","202.31","202.52","201.84","0.59K","0.06%"
"02/11/2021","201.79","201.97","202.57","201.61","4.96K","-0.08%"
"02/10/2021","201.96","202.09","202.28","201.70","1.67K","-0.32%"
"02/09/2021","202.60","202.79","202.80","202.15","2.49K","-0.54%"
"02/08/2021","203.70","203.13","203.70","202.72","2.81K","0.17%"
"02/05/2021","203.35","204.68","204.68","203.38","4.21K","-0.44%"
"02/04/2021","204.24","204.67","204.67","203.97","1.87K","0.23%"
"02/03/2021","203.77","203.62","204.06","203.30","3.58K","0.08%"
"02/02/2021","203.61","202.55","203.61","202.10","2.88K","0.47%"
"02/01/2021","202.66","202.41","202.87","202.35","0.77K","0.30%"
"01/29/2021","202.05","202.51","202.51","201.61","0.71K","-0.06%"
"01/28/2021","202.17","202.50","202.78","201.69","1.69K","-0.19%"
"01/27/2021","202.56","201.45","203.21","201.45","16.98K","0.55%"
"01/26/2021","201.46","202.74","202.74","201.33","2.89K","-0.43%"
"01/25/2021","202.34","201.00","202.52","201.00","5.04K","0.59%"
"01/22/2021","201.15","201.40","201.57","201.04","5.69K","-0.07%"
"01/21/2021","201.29","201.91","201.91","200.71","0.68K","-0.04%"
"01/20/2021","201.38","201.00","202.09","201.00","1.97K","0.02%"
"01/19/2021","201.33","201.29","201.29","200.60","4.67K","-0.20%"
"01/18/2021","201.74","201.60","202.12","201.50","1.74K","0.26%"
"01/15/2021","201.21","200.50","201.51","200.25","2.46K","0.45%"
"01/14/2021","200.30","200.00","200.79","199.53","2.78K","0.32%"
"01/13/2021","199.67","199.40","199.98","199.04","1.48K","0.31%"
"01/12/2021","199.05","199.42","199.74","198.80","1.53K","0.11%"
"01/11/2021","198.83","199.00","199.78","198.80","1.22K","0.20%"
"01/08/2021","198.43","199.08","199.60","198.28","2.02K","-0.03%"
"01/07/2021","198.48","198.20","199.03","198.00","2.07K","0.06%"
"01/06/2021","198.37","198.12","198.60","197.45","1.76K","-0.40%"
"01/05/2021","199.17","199.50","199.70","199.06","1.50K","-0.05%"
"01/04/2021","199.26","199.38","199.53","198.43","3.08K","0.53%"
"12/30/2020","198.21","198.73","198.78","198.00","1.83K","-0.31%"
"12/29/2020","198.83","199.21","199.23","198.51","0.74K","-0.32%"
"12/28/2020","199.47","199.41","199.67","198.75","9.98K","0.09%"
"12/23/2020","199.29","199.85","200.26","198.51","4.59K","-0.27%"
"12/22/2020","199.83","199.03","199.53","198.60","1.20K","0.36%"
"12/21/2020","199.11","199.80","201.06","198.97","1.20K","0.06%"
"12/18/2020","199.00","198.87","199.24","198.33","1.13K","0.02%"
"12/17/2020","198.97","198.67","199.43","198.62","3.48K","-0.38%"
"12/16/2020","199.73","199.10","199.75","198.77","3.97K","-0.05%"
"12/15/2020","199.83","200.18","200.22","199.72","1.44K","-0.04%"
"12/14/2020","199.90","199.42","199.95","199.04","4.22K","-0.09%"
"12/11/2020","200.08","200.25","200.91","200.08","3.45K","-0.19%"
"12/10/2020","200.47","200.42","200.80","199.52","1.44K","-0.10%"
"12/09/2020","200.67","200.00","200.64","199.47","1.64K","0.16%"
"12/08/2020","200.34","199.53","200.39","199.52","0.56K","0.34%"
"12/07/2020","199.67","199.53","200.40","199.16","2.57K","0.60%"
"12/04/2020","198.48","198.83","199.19","198.30","6.39K","-0.19%"
"12/03/2020","198.85","198.93","199.67","198.51","5.55K","-0.16%"
"12/02/2020","199.16","199.34","200.27","198.84","2.02K","-0.49%"
"12/01/2020","200.14","202.44","202.44","200.00","5.80K","-1.04%"
"11/30/2020","202.25","201.30","201.71","201.00","10.69K","0.27%"
"11/27/2020","201.71","202.25","202.40","201.70","1.29K","-0.37%"
"11/26/2020","202.46","202.22","202.89","202.22","2.02K","0.11%"
"11/25/2020","202.24","202.26","202.83","201.90","2.78K","0.06%"
"11/24/2020","202.12","202.45","202.85","202.00","2.08K","-0.50%"
"11/23/2020","203.14","202.41","203.46","201.80","3.57K","0.33%"
"11/20/2020","202.48","202.49","202.73","202.03","1.48K","0.02%"
"11/19/2020","202.44","202.53","203.05","202.35","0.94K","0.21%"
"11/18/2020","202.02","201.83","202.40","201.82","1.84K","0.11%"
"11/17/2020","201.79","201.83","201.83","201.42","1.73K","-0.21%"
"11/16/2020","202.21","202.56","202.91","202.02","3.07K","-0.09%"
"11/13/2020","202.39","202.63","203.00","202.25","1.27K","0.08%"
"11/12/2020","202.22","202.53","202.92","201.99","0.77K","-0.27%"
"11/11/2020","202.77","202.23","203.24","201.84","0.54K","0.46%"
"11/10/2020","201.84","201.26","202.14","200.93","2.63K","0.33%"
"11/09/2020","201.18","201.20","201.80","199.76","2.59K","-0.06%"
