"Date","Price","Open","High","Low","Vol.","Change %"
"08/28/2024","165.66","165.56","165.93","165.56","2.17K","0.16%"
"08/27/2024","165.39","166.29","166.29","165.14","4.77K","-0.36%"
"08/26/2024","165.98","166.29","166.29","165.72","8.06K","-0.19%"
"08/23/2024","166.29","165.95","166.38","165.80","3.24K","0.24%"
"08/22/2024","165.90","166.55","166.76","165.89","8.04K","-0.26%"
"08/21/2024","166.33","165.81","166.37","165.81","4.36K","0.19%"
"08/20/2024","166.02","165.65","166.04","165.61","2.21K","0.32%"
"08/19/2024","165.49","166.22","166.23","165.44","2.28K","0.00%"
"08/16/2024","165.49","166.08","166.08","165.44","3.76K","-0.56%"
"08/14/2024","166.42","166.78","166.78","165.90","4.60K","0.09%"
"08/13/2024","166.27","165.79","166.30","165.62","8.83K","0.40%"
"08/12/2024","165.60","165.57","165.66","165.27","4.99K","0.01%"
"08/09/2024","165.58","164.91","165.76","164.91","3.56K","0.30%"
"08/08/2024","165.08","165.48","165.57","165.00","3.31K","0.12%"
"08/07/2024","164.88","165.56","165.56","164.72","5.33K","-0.52%"
"08/06/2024","165.75","165.53","166.26","165.23","21.14K","0.10%"
"08/05/2024","165.59","166.35","166.63","165.51","12.32K","-0.22%"
"08/02/2024","165.96","165.57","166.35","165.34","7.32K","0.39%"
"08/01/2024","165.31","165.05","165.43","164.78","7.27K","0.25%"
"07/31/2024","164.90","164.63","164.90","164.44","6.07K","0.38%"
"07/30/2024","164.27","164.28","164.47","163.98","4.76K","0.09%"
"07/29/2024","164.12","163.82","164.31","163.82","4.85K","0.32%"
"07/26/2024","163.60","163.09","163.67","162.88","4.36K","0.17%"
"07/25/2024","163.33","163.09","163.52","163.09","2.14K","0.17%"
"07/24/2024","163.05","163.22","163.39","163.00","2.39K","-0.10%"
"07/23/2024","163.22","163.00","163.27","162.85","46.38K","0.23%"
"07/22/2024","162.84","163.22","163.26","162.81","4.31K","-0.13%"
"07/19/2024","163.05","163.62","163.62","162.93","7.02K","-0.44%"
"07/18/2024","163.77","163.70","163.82","163.25","4.76K","0.15%"
"07/17/2024","163.52","163.51","163.62","163.22","5.21K","0.04%"
"07/16/2024","163.46","163.24","163.53","163.19","6.13K","0.27%"
"07/15/2024","163.02","162.58","163.02","162.44","8.22K","0.27%"
"07/12/2024","162.58","162.52","162.69","162.25","2.77K","-0.18%"
"07/11/2024","162.87","162.38","162.90","161.78","6.34K","0.55%"
"07/10/2024","161.98","161.73","162.16","161.69","5.38K","0.53%"
"07/09/2024","161.13","161.74","161.77","161.13","7.09K","-0.51%"
"07/08/2024","161.95","161.20","161.99","161.20","6.65K","0.30%"
"07/05/2024","161.47","160.99","161.61","160.96","4.19K","0.49%"
"07/04/2024","160.69","160.91","160.91","160.69","2.50K","-0.20%"
"07/03/2024","161.02","160.56","161.12","160.32","8.22K","0.51%"
"07/02/2024","160.20","159.90","160.54","159.77","3.38K","0.12%"
"07/01/2024","160.01","160.87","160.87","159.93","7.87K","-0.55%"
"06/28/2024","160.90","161.20","161.20","160.64","2.92K","-0.16%"
"06/27/2024","161.15","161.32","161.35","160.87","2.59K","-0.14%"
"06/26/2024","161.37","162.01","162.01","161.34","3.66K","-0.39%"
"06/25/2024","162.00","162.06","162.37","161.70","6.85K","0.14%"
"06/24/2024","161.78","161.86","162.09","161.77","6.42K","0.00%"
"06/21/2024","161.78","161.74","162.31","161.67","5.09K","0.07%"
"06/20/2024","161.67","161.54","161.76","160.00","6.35K","0.02%"
"06/19/2024","161.64","162.36","162.36","161.50","4.21K","-0.26%"
"06/18/2024","162.06","161.42","162.28","161.42","5.96K","0.28%"
"06/17/2024","161.61","162.18","162.24","161.40","5.26K","-0.17%"
"06/14/2024","161.88","161.43","162.17","161.21","62.03K","0.42%"
"06/13/2024","161.21","160.98","161.21","160.71","6.75K","0.02%"
"06/12/2024","161.18","160.19","161.18","159.97","12.11K","0.79%"
"06/11/2024","159.92","159.73","160.00","158.94","14.64K","0.25%"
"06/10/2024","159.52","160.71","160.71","159.47","5.63K","-0.74%"
"06/07/2024","160.71","161.41","161.48","160.60","3.28K","-0.59%"
"06/06/2024","161.67","162.42","162.42","161.37","9.58K","-0.32%"
"06/05/2024","162.19","161.69","162.21","161.48","4.34K","0.32%"
"06/04/2024","161.68","161.70","162.19","161.41","6.02K","0.25%"
"06/03/2024","161.28","160.49","161.37","160.28","5.73K","0.57%"
"05/31/2024","160.37","160.74","160.74","159.70","5.32K","0.03%"
"05/30/2024","160.32","160.02","160.32","159.88","4.66K","0.27%"
"05/29/2024","159.89","160.73","160.85","159.88","3.55K","-0.68%"
"05/28/2024","160.99","161.66","161.66","160.99","5.86K","-0.38%"
"05/27/2024","161.60","161.11","161.69","160.87","6.57K","0.36%"
"05/24/2024","161.02","161.06","161.19","160.62","35.44K","0.07%"
"05/23/2024","160.91","161.61","161.97","160.70","6.28K","-0.44%"
"05/22/2024","161.62","161.46","161.77","161.33","3.46K","-0.20%"
"05/21/2024","161.95","161.78","162.07","161.66","6.05K","0.15%"
"05/20/2024","161.71","161.74","161.88","161.58","14.05K","-0.09%"
"05/17/2024","161.85","162.50","162.50","161.85","5.18K","-0.47%"
"05/16/2024","162.61","163.40","163.40","162.54","17.84K","-0.16%"
"05/15/2024","162.87","161.93","162.87","161.78","3.85K","1.01%"
"05/14/2024","161.24","162.00","162.00","161.10","8.90K","-0.25%"
"05/13/2024","161.65","162.04","162.04","161.44","3.22K","0.14%"
"05/10/2024","161.43","161.89","162.30","161.43","3.76K","-0.20%"
"05/09/2024","161.76","162.08","162.11","161.60","1.69K","-0.26%"
"05/08/2024","162.18","162.39","162.47","161.96","4.00K","-0.28%"
"05/07/2024","162.64","162.19","162.68","162.19","8.19K","0.38%"
"05/06/2024","162.02","162.21","162.58","162.03","3.73K","0.17%"
"05/03/2024","161.75","161.43","162.37","161.24","1.94K","0.37%"
"05/02/2024","161.15","161.18","161.46","160.71","8.85K","0.30%"
"04/30/2024","160.67","161.35","161.35","160.57","3.70K","-0.45%"
"04/29/2024","161.39","161.14","161.50","160.98","4.58K","0.45%"
"04/26/2024","160.66","160.20","160.87","160.20","2.51K","0.48%"
"04/25/2024","159.90","160.40","160.61","159.57","1.07K","-0.27%"
"04/24/2024","160.34","161.18","161.19","160.10","5.63K","-0.68%"
"04/23/2024","161.43","161.70","161.81","161.07","5.06K","-0.03%"
"04/22/2024","161.48","161.24","161.53","160.64","5.86K","0.25%"
"04/19/2024","161.08","161.50","161.85","160.86","2.59K","-0.05%"
"04/18/2024","161.16","161.75","161.81","161.16","6.75K","-0.06%"
"04/17/2024","161.25","161.04","161.52","160.84","6.11K","0.17%"
"04/16/2024","160.97","161.67","161.73","160.76","11.12K","-0.46%"
"04/15/2024","161.71","162.35","162.49","161.53","10.58K","-0.63%"
"04/12/2024","162.73","162.02","163.19","161.90","8.38K","0.88%"
"04/11/2024","161.31","161.72","162.01","161.18","6.39K","-0.45%"
"04/10/2024","162.04","162.66","163.00","161.88","5.21K","-0.43%"
"04/09/2024","162.74","161.94","162.74","161.93","3.24K","0.60%"
"04/08/2024","161.77","161.74","161.96","161.54","9.79K","-0.22%"
"04/05/2024","162.12","162.80","163.52","162.04","7.60K","-0.34%"
"04/04/2024","162.67","162.33","162.91","162.00","9.52K","0.49%"
"04/03/2024","161.88","162.06","162.34","161.40","5.02K","0.01%"
"04/02/2024","161.87","162.45","162.74","161.60","8.63K","-0.79%"
"03/28/2024","163.16","163.25","163.29","162.85","6.00K","-0.22%"
"03/27/2024","163.52","163.25","163.52","163.04","8.31K","0.43%"
"03/26/2024","162.82","162.63","163.06","162.61","3.45K","0.18%"
"03/25/2024","162.53","163.24","163.24","162.44","8.03K","-0.39%"
"03/22/2024","163.16","162.64","163.25","162.61","8.06K","0.37%"
"03/21/2024","162.56","162.10","162.82","162.08","51.84K","0.30%"
"03/20/2024","162.07","162.46","162.46","162.05","2.91K","0.09%"
"03/19/2024","161.92","161.99","162.19","161.88","4.68K","-0.03%"
"03/18/2024","161.97","162.13","162.13","161.81","5.97K","-0.02%"
"03/15/2024","162.01","161.85","162.25","161.75","6.75K","-0.10%"
"03/14/2024","162.18","162.98","163.36","162.18","4.00K","-0.52%"
"03/13/2024","163.03","163.53","163.53","162.81","4.98K","-0.12%"
"03/12/2024","163.22","163.38","163.78","162.99","6.26K","-0.06%"
"03/11/2024","163.31","164.02","164.02","163.08","3.64K","-0.37%"
"03/08/2024","163.91","163.63","164.00","163.50","8.39K","0.28%"
"03/07/2024","163.45","163.06","163.94","162.67","8.79K","0.39%"
"03/06/2024","162.82","162.65","162.96","162.27","97.18K","0.07%"
"03/05/2024","162.70","162.13","162.91","161.84","94.13K","0.67%"
"03/04/2024","161.62","161.18","161.67","161.14","7.16K","0.26%"
"03/01/2024","161.20","161.07","161.50","160.59","4.23K","-0.22%"
"02/29/2024","161.55","161.01","161.55","160.16","8.61K","0.45%"
"02/28/2024","160.82","160.73","161.05","160.62","7.79K","0.02%"
"02/27/2024","160.79","161.32","161.32","160.79","5.02K","-0.16%"
"02/26/2024","161.04","162.21","162.21","161.04","6.71K","-0.54%"
"02/23/2024","161.92","160.90","161.92","160.41","3.43K","0.62%"
"02/22/2024","160.93","160.72","161.21","160.00","4.10K","0.13%"
"02/21/2024","160.72","161.23","161.66","160.72","8.45K","-0.60%"
"02/20/2024","161.69","161.32","161.75","161.27","9.64K","0.34%"
"02/19/2024","161.15","161.25","161.48","161.10","4.71K","-0.10%"
"02/16/2024","161.31","161.49","161.52","161.00","8.03K","-0.32%"
"02/15/2024","161.82","162.21","162.40","161.76","8.79K","0.04%"
"02/14/2024","161.75","161.32","161.75","161.25","2.50K","0.50%"
"02/13/2024","160.95","161.22","161.75","160.80","3.54K","-0.20%"
"02/12/2024","161.28","161.39","161.62","161.03","7.45K","0.28%"
"02/09/2024","160.83","160.90","161.43","160.80","5.67K","-0.25%"
"02/08/2024","161.24","161.72","162.07","161.20","5.82K","-0.37%"
"02/07/2024","161.84","162.26","162.26","161.80","6.63K","-0.12%"
"02/06/2024","162.03","161.94","162.23","161.57","3.72K","0.11%"
"02/05/2024","161.85","162.26","162.85","161.64","11.82K","-0.58%"
"02/02/2024","162.80","163.53","163.76","162.60","9.95K","-0.68%"
"02/01/2024","163.92","163.33","164.06","162.93","25.13K","0.12%"
"01/31/2024","163.73","163.23","163.81","162.86","5.40K","0.76%"
"01/30/2024","162.49","163.22","163.22","162.27","7.45K","-0.38%"
"01/29/2024","163.11","162.75","163.15","162.55","6.36K","0.54%"
"01/26/2024","162.23","162.66","162.75","162.00","3.79K","-0.04%"
"01/25/2024","162.29","161.37","162.31","160.95","5.17K","0.53%"
"01/24/2024","161.44","161.55","161.87","161.39","6.17K","0.11%"
"01/23/2024","161.26","161.71","161.84","161.26","6.49K","-0.48%"
"01/22/2024","162.03","161.91","162.23","161.74","4.76K","0.29%"
"01/19/2024","161.56","161.59","161.82","161.24","4.90K","0.14%"
"01/18/2024","161.33","161.73","161.80","161.19","14.31K","-0.06%"
"01/17/2024","161.42","161.78","162.30","161.36","3.14K","-0.68%"
"01/16/2024","162.52","162.71","162.98","162.46","5.39K","-0.07%"
"01/15/2024","162.64","162.81","162.98","162.45","4.17K","-0.46%"
"01/12/2024","163.39","162.85","163.55","162.65","7.39K","0.60%"
"01/11/2024","162.42","162.58","162.86","162.16","4.17K","0.16%"
"01/10/2024","162.16","162.71","162.92","162.16","12.12K","-0.12%"
"01/09/2024","162.35","162.60","162.76","162.25","3.77K","-0.49%"
"01/08/2024","163.15","162.43","163.24","162.07","59.10K","0.13%"
"01/05/2024","162.94","163.11","163.18","161.49","8.75K","-0.28%"
"01/04/2024","163.39","164.64","164.86","162.90","5.01K","-0.68%"
"01/03/2024","164.51","163.70","164.51","163.40","13.01K","0.43%"
"01/02/2024","163.81","163.92","164.40","163.42","12.15K","-0.28%"
"12/29/2023","164.27","165.66","165.66","164.27","2.98K","-0.72%"
"12/28/2023","165.46","166.29","166.29","165.36","4.33K","-0.51%"
"12/27/2023","166.31","165.79","166.36","165.78","6.80K","0.47%"
"12/22/2023","165.53","165.03","165.75","165.03","8.42K","0.07%"
"12/21/2023","165.42","165.06","165.56","164.90","16.29K","0.28%"
"12/20/2023","164.96","164.88","165.29","164.79","11.56K","0.30%"
"12/19/2023","164.47","164.08","164.57","164.02","5.29K","0.61%"
"12/18/2023","163.47","164.03","164.26","163.37","6.39K","-0.44%"
"12/15/2023","164.20","163.01","164.20","163.01","10.55K","0.72%"
"12/14/2023","163.02","163.91","163.99","162.73","3.48K","0.72%"
"12/13/2023","161.85","161.58","161.94","161.22","5.68K","0.43%"
"12/12/2023","161.15","161.49","161.49","160.86","3.67K","0.37%"
"12/11/2023","160.56","160.66","160.81","160.50","4.73K","-0.05%"
"12/08/2023","160.64","161.62","161.62","160.49","1.09K","-0.69%"
"12/07/2023","161.76","161.47","162.05","161.40","6.45K","0.11%"
"12/06/2023","161.58","161.19","161.60","160.62","7.12K","0.33%"
"12/05/2023","161.05","160.40","161.07","160.10","5.41K","0.89%"
"12/04/2023","159.63","159.52","160.10","159.40","5.75K","-0.10%"
"12/01/2023","159.79","158.51","159.79","158.35","17.60K","0.93%"
"11/30/2023","158.31","159.00","159.00","157.90","9.68K","-0.29%"
"11/29/2023","158.77","158.62","158.86","158.21","4.13K","0.59%"
"11/28/2023","157.84","157.47","157.84","156.92","2.20K","0.48%"
"11/27/2023","157.09","156.32","157.25","156.13","6.11K","0.67%"
"11/24/2023","156.05","156.04","156.24","155.83","4.56K","-0.08%"
"11/23/2023","156.17","156.71","156.89","156.20","6.09K","-0.52%"
"11/22/2023","156.99","156.90","157.83","156.68","4.84K","-0.03%"
"11/21/2023","157.04","156.89","157.08","156.57","9.75K","0.38%"
"11/20/2023","156.44","156.49","156.77","156.20","9.45K","-0.08%"
"11/17/2023","156.57","157.15","157.50","156.60","7.53K","-0.10%"
"11/16/2023","156.72","156.40","156.99","156.09","8.42K","0.58%"
"11/15/2023","155.82","156.79","156.79","155.74","28.07K","-0.26%"
"11/14/2023","156.22","154.87","156.27","154.69","38.14K","0.97%"
"11/13/2023","154.72","154.70","155.09","154.39","3.18K","0.01%"
"11/10/2023","154.70","155.04","155.04","154.31","2.60K","-0.46%"
"11/09/2023","155.42","155.71","155.71","155.21","5.08K","-0.19%"
"11/08/2023","155.71","155.29","155.80","155.06","2.91K","0.43%"
"11/07/2023","155.05","154.12","155.15","154.12","9.34K","0.48%"
"11/06/2023","154.31","155.08","155.08","154.29","10.50K","-0.75%"
"11/03/2023","155.48","154.56","155.68","154.45","9.15K","0.65%"
"11/02/2023","154.47","154.07","155.19","154.07","64.23K","0.44%"
"11/01/2023","153.79","152.72","153.79","152.72","1.87K","0.42%"
"10/31/2023","153.14","153.41","153.78","153.14","10.16K","0.15%"
"10/30/2023","152.91","153.42","153.62","152.60","6.18K","0.16%"
"10/27/2023","152.66","152.37","152.89","152.17","6.61K","0.24%"
"10/26/2023","152.29","151.39","152.58","151.39","51.07K","0.41%"
"10/25/2023","151.67","152.56","152.56","151.65","5.47K","-0.45%"
"10/24/2023","152.36","152.61","153.07","152.36","3.38K","0.12%"
"10/23/2023","152.17","151.57","152.17","150.91","6.71K","0.34%"
"10/20/2023","151.65","151.43","151.72","151.11","10.65K","0.31%"
"10/19/2023","151.18","150.80","151.28","150.65","7.28K","0.07%"
"10/18/2023","151.07","151.30","151.62","151.04","4.08K","-0.37%"
"10/17/2023","151.63","152.53","152.66","151.49","7.36K","-0.78%"
"10/16/2023","152.82","152.77","152.93","152.48","10.31K","-0.25%"
"10/13/2023","153.20","152.98","153.60","152.98","49.32K","0.24%"
"10/12/2023","152.83","154.00","154.00","152.83","2.28K","-0.57%"
"10/11/2023","153.71","153.02","153.81","153.02","3.80K","0.52%"
"10/10/2023","152.92","152.84","152.92","152.20","4.58K","0.19%"
"10/09/2023","152.63","151.75","152.63","151.39","3.17K","0.83%"
"10/06/2023","151.38","151.35","151.39","150.71","3.70K","-0.08%"
"10/05/2023","151.50","151.22","151.55","150.81","2.64K","0.34%"
"10/04/2023","150.98","150.14","151.03","150.14","5.69K","0.17%"
"10/03/2023","150.72","151.64","151.64","150.72","8.01K","-0.51%"
"10/02/2023","151.50","151.92","152.15","151.50","2.83K","-0.43%"
"09/29/2023","152.15","151.79","152.39","151.79","5.27K","1.00%"
"09/28/2023","150.65","151.80","151.80","150.50","0.94K","-0.95%"
"09/27/2023","152.09","152.80","152.88","152.09","2.04K","-0.32%"
"09/26/2023","152.58","152.56","153.02","152.56","8.52K","-0.19%"
"09/25/2023","152.87","153.25","153.25","152.56","8.71K","-0.30%"
"09/22/2023","153.33","153.40","154.06","153.09","4.71K","-0.07%"
"09/21/2023","153.44","153.62","153.67","153.17","3.56K","-0.37%"
"09/20/2023","154.01","153.59","154.01","153.48","2.37K","0.36%"
"09/19/2023","153.46","153.79","153.98","153.39","5.40K","-0.16%"
"09/18/2023","153.70","154.07","154.08","153.68","9.62K","-0.36%"
"09/15/2023","154.25","154.95","154.95","154.17","7.34K","-0.63%"
"09/14/2023","155.23","154.44","155.65","154.25","20.23K","0.58%"
"09/13/2023","154.34","154.43","154.54","153.97","2.41K","-0.17%"
"09/12/2023","154.61","154.81","155.03","154.60","6.29K","-0.08%"
"09/11/2023","154.74","154.93","155.04","154.61","6.16K","-0.30%"
"09/08/2023","155.20","155.59","155.59","154.90","1.78K","0.12%"
"09/07/2023","155.02","154.75","155.07","154.61","11.04K","0.47%"
"09/06/2023","154.30","155.02","155.14","154.30","2.85K","-0.54%"
"09/05/2023","155.13","155.40","155.50","155.06","5.61K","-0.21%"
"09/04/2023","155.46","155.84","155.84","155.40","15.91K","-0.37%"
"09/01/2023","156.03","156.51","156.80","156.00","1.98K","-0.54%"
"08/31/2023","156.88","156.43","157.04","156.25","3.51K","0.54%"
"08/30/2023","156.04","155.65","156.04","155.50","1.63K","-0.27%"
"08/29/2023","156.47","156.02","156.47","155.60","1.47K","0.58%"
"08/28/2023","155.57","155.70","155.80","155.33","1.04K","-0.08%"
"08/25/2023","155.70","156.07","156.07","155.60","3.16K","-0.25%"
"08/24/2023","156.09","156.84","157.03","156.11","0.87K","-0.04%"
"08/23/2023","156.15","155.07","156.48","155.07","7.06K","1.09%"
"08/22/2023","154.47","154.26","154.50","154.18","1.29K","0.46%"
"08/21/2023","153.77","154.75","154.75","153.77","5.35K","-0.61%"
"08/18/2023","154.71","154.86","155.31","154.53","19.41K","0.61%"
"08/17/2023","153.77","153.90","154.09","153.79","2.85K","-0.41%"
"08/16/2023","154.40","154.15","154.48","154.10","2.20K","-0.19%"
"08/14/2023","154.70","154.66","155.20","154.60","4.00K","-0.17%"
"08/11/2023","154.96","155.44","155.61","154.83","1.71K","-0.69%"
"08/10/2023","156.03","156.00","156.29","155.85","0.50K","-0.16%"
"08/09/2023","156.28","156.65","156.70","156.12","1.27K","-0.19%"
"08/08/2023","156.57","156.16","156.87","156.16","4.95K","0.92%"
"08/07/2023","155.14","155.60","156.94","154.57","2.25K","-0.20%"
"08/04/2023","155.45","154.74","155.45","154.41","2.52K","0.19%"
"08/03/2023","155.15","155.37","155.47","155.06","2.56K","-0.30%"
"08/02/2023","155.62","155.63","156.20","155.62","4.87K","0.07%"
"08/01/2023","155.51","156.43","156.43","155.50","12.45K","-0.51%"
"07/31/2023","156.30","155.80","156.40","155.77","33.60K","0.00%"
"07/28/2023","156.30","155.76","156.71","155.50","43.94K","-0.14%"
"07/27/2023","156.52","156.43","157.05","156.10","7.85K","0.27%"
"07/26/2023","156.10","156.66","156.66","156.10","2.87K","-0.41%"
"07/25/2023","156.74","156.65","156.81","156.47","3.21K","-0.17%"
"07/24/2023","157.01","156.35","157.18","156.35","6.52K","0.33%"
"07/21/2023","156.50","156.16","156.55","156.07","5.44K","0.22%"
"07/20/2023","156.15","156.62","156.79","156.10","2.62K","-0.32%"
"07/19/2023","156.65","157.95","157.97","156.65","4.73K","-0.43%"
"07/18/2023","157.32","156.34","157.49","156.30","7.71K","0.96%"
"07/17/2023","155.82","155.67","156.15","155.42","1.38K","0.13%"
"07/14/2023","155.61","155.77","156.07","155.56","1.28K","-0.18%"
"07/13/2023","155.89","158.40","158.40","155.34","8.19K","0.79%"
"07/12/2023","154.67","153.75","154.67","153.70","3.60K","0.84%"
"07/11/2023","153.38","153.91","154.06","153.31","13.72K","-0.18%"
"07/10/2023","153.65","153.47","153.80","152.84","5.54K","-0.10%"
"07/07/2023","153.80","153.73","153.94","153.20","3.16K","0.16%"
"07/06/2023","153.56","155.15","155.33","153.55","4.55K","-1.27%"
"07/05/2023","155.54","155.51","156.11","155.51","4.13K","-0.03%"
"07/04/2023","155.59","155.66","155.72","155.23","3.16K","-0.14%"
"07/03/2023","155.81","156.76","156.82","155.81","3.83K","-0.47%"
"06/30/2023","156.55","156.00","156.57","155.78","5.91K","0.18%"
"06/29/2023","156.27","157.03","157.26","156.03","2.19K","-0.80%"
"06/28/2023","157.53","157.16","157.65","156.93","6.49K","0.31%"
"06/27/2023","157.04","157.46","157.79","157.04","8.59K","-0.44%"
"06/26/2023","157.73","157.12","157.75","157.12","0.86K","0.44%"
"06/23/2023","157.04","157.02","157.42","156.80","1.25K","1.00%"
"06/22/2023","155.49","156.43","156.43","155.40","2.98K","-0.54%"
"06/21/2023","156.33","156.15","156.54","156.10","3.89K","-0.21%"
"06/20/2023","156.66","155.91","156.66","155.64","3.14K","0.78%"
"06/19/2023","155.44","156.53","156.53","155.40","6.24K","-0.51%"
"06/16/2023","156.23","155.10","156.23","155.07","7.87K","0.45%"
"06/15/2023","155.53","155.62","156.18","154.93","5.40K","-0.42%"
"06/14/2023","156.19","156.17","156.50","155.89","5.97K","-0.17%"
"06/13/2023","156.46","157.03","157.30","156.45","6.18K","-0.32%"
"06/12/2023","156.96","156.72","157.53","156.52","2.34K","0.18%"
"06/09/2023","156.68","156.29","156.68","156.00","1.82K","0.42%"
"06/08/2023","156.02","155.61","156.04","155.40","3.45K","0.26%"
"06/07/2023","155.61","156.78","156.78","155.61","5.49K","-0.61%"
"06/06/2023","156.57","156.53","157.33","156.35","8.35K","0.01%"
"06/05/2023","156.55","156.77","157.06","156.39","6.29K","-0.51%"
