"Date","Price","Open","High","Low","Vol.","Change %"
"01/20/2010","77.91","78.73","79.09","77.72","26.91K","-0.81%"
"01/19/2010","78.55","78.22","78.60","78.16","12.36K","0.61%"
"01/18/2010","78.07","76.70","78.30","76.70","17.18K","0.19%"
"01/15/2010","77.92","77.95","78.19","77.63","48.78K","0.45%"
"01/14/2010","77.57","76.00","77.86","76.00","29.20K","0.87%"
"01/13/2010","76.90","77.51","77.51","76.51","34.46K","-1.65%"
"01/12/2010","78.19","78.84","78.96","78.19","12.87K","-0.38%"
"01/11/2010","78.49","78.49","79.08","78.49","39.64K","0.85%"
"01/08/2010","77.83","77.75","78.30","77.60","64.14K","-0.35%"
"01/07/2010","78.10","78.45","78.49","77.90","19.49K","0.05%"
"01/06/2010","78.06","77.49","78.25","77.49","7.00K","1.10%"
"01/05/2010","77.21","77.21","77.29","76.73","13.82K","0.57%"
"01/04/2010","76.77","76.40","76.99","76.40","34.78K","1.68%"
"12/30/2009","75.50","75.57","75.57","75.20","7.22K","-0.19%"
"12/29/2009","75.64","75.77","75.86","75.36","4.29K","-0.30%"
"12/28/2009","75.87","76.34","76.50","75.75","24.35K","0.41%"
"12/23/2009","75.56","75.00","75.50","75.00","15.21K","0.75%"
"12/22/2009","75.00","75.79","75.83","74.76","36.11K","-1.57%"
"12/21/2009","76.20","76.89","77.06","76.16","8.68K","-0.30%"
"12/18/2009","76.43","76.18","76.46","75.95","32.32K","-0.52%"
"12/17/2009","76.83","77.35","77.63","76.68","40.00K","-0.22%"
"12/16/2009","77.00","76.61","77.28","76.61","137.27K","1.12%"
"12/15/2009","76.15","76.00","76.56","75.73","13.19K","0.36%"
"12/14/2009","75.88","75.76","76.00","75.51","19.17K","0.61%"
"12/11/2009","75.42","76.00","76.55","75.33","19.32K","-0.33%"
"12/10/2009","75.67","76.01","76.01","75.34","42.60K","-1.45%"
"12/09/2009","76.78","76.20","76.93","76.02","22.61K","-0.62%"
"12/08/2009","77.26","77.20","77.60","76.72","12.75K","1.31%"
"12/07/2009","76.26","79.00","79.00","76.16","21.09K","-2.21%"
"12/04/2009","77.98","79.35","79.42","77.98","79.05K","-1.79%"
"12/03/2009","79.40","79.87","79.93","79.13","38.19K","0.10%"
"12/02/2009","79.32","79.00","79.77","79.00","42.07K","0.99%"
"12/01/2009","78.54","78.04","78.68","78.04","37.48K","1.50%"
"11/30/2009","77.38","77.10","77.43","76.70","22.43K","-0.53%"
"11/27/2009","77.79","78.08","78.08","76.24","97.00K","-0.46%"
"11/26/2009","78.15","78.00","78.17","77.54","22.73K","0.73%"
"11/25/2009","77.58","77.48","77.80","77.48","14.40K","0.48%"
"11/24/2009","77.21","77.39","77.57","77.07","32.96K","-0.14%"
